<<<<<<< HEAD
m_ps_m3,shape,color,width_mm,dim_type,polymer,water_system_name,latitude,longitude,treatment_level,m_ps_m3_2000,m_ps_m3_2001,m_ps_m3_2002,m_ps_m3_2003,m_ps_m3_2004,m_ps_m3_2005,m_ps_m3_2006,m_ps_m3_2007,m_ps_m3_2008,m_ps_m3_2009,m_ps_m3_2010,m_ps_m3_2011,m_ps_m3_2012,m_ps_m3_2013,m_ps_m3_2014,m_ps_m3_2015,m_ps_m3_2016,m_ps_m3_2017,m_ps_m3_2018,m_ps_m3_2019,m_ps_m3_2020,m_ps_m3_2021,m_ps_m3_2022,m_ps_m3_2023,m_ps_m3_2024
1.816745656,Fiber,Black,2.12,meso_small,NA,ut labore et dolore magna aliqua,37.1896,-122.2089,Secondary,1.221959924,1.252731198,2.996007602,0.627008485,1.718474719,2.880391415,1.475562142,1.392537997,1.948347794,1.525093066,1.651165882,2.492143289,1.49919498,1.760910027,1.43535561,1.479998025,2.253657605,2.276232603,1.901979709,2.840336208,1.659692708,2.749295462,2.181121589,3.722996531,1.816745656
1.816745656,Fiber,Black,0.99,micro,NA,Excepteur sint occaecat cupidatat non proident,35.4478,-120.887,Secondary,1.437404828,2.416805376,1.427905132,2.111904653,0.894542609,1.293148864,0.678610559,0.875955539,0.446252345,0.941248058,1.671901515,2.833524955,2.14811896,1.124228592,2.721786807,2.728111801,1.919150288,1.958126486,2.444686916,1.550533323,1.385394489,0.604314293,1.714068608,2.700034526,1.816745656
1.816745656,Fragment,White,0.28,micro,NA,Excepteur sint occaecat cupidatat non proident,39.7636,-120.713,Primary,2.928911399,1.999002975,1.845020943,2.211430937,2.842340813,3.313047621,2.085694403,2.449811755,-0.055420031,2.441109681,3.110282952,0.030326436,2.159200696,1.145824991,2.723896583,1.674471424,0.654061927,1.01482888,2.109295281,0.366118667,3.913504944,1.458077477,1.300909584,1.8084425,1.816745656
1.816745656,Fiber,White,1.21,meso_small,NA,consectetur adipiscing elit,39.893,-120.191,Primary,2.156899919,2.325690351,0.536622452,0.615285795,1.185352747,1.687142248,2.516967943,1.57292665,0.156558838,2.280897326,3.565851475,2.309982264,1.892490542,2.140513646,1.532754019,2.585376976,1.354419497,0.706279152,2.557810519,1.233298767,1.387889047,2.515012829,2.791800076,1.067503837,1.816745656
1.816745656,Other,Black,2.25,meso_small,NA,ut labore et dolore magna aliqua,37.7835,-121.6178,Primary,2.193485511,3.090235439,1.185425381,1.878249672,2.67099194,0.697470974,3.327674802,1.669249131,1.115666105,1.598109006,0.870332741,1.116322194,2.213654053,0.864645529,1.018261962,0.08826195,2.40128408,2.119701964,0.40481948,3.757159406,3.319114732,0.948696555,1.63505203,2.025348268,1.816745656
1.816745656,Fragment,Clear,0.71,micro,polyethylene,sed do eiusmod tempor incididunt,39.5204,-121.5483,Tertiary,1.934362368,2.181258344,3.629364802,1.019179103,1.417190353,1.562122051,0.537769374,1.523823193,2.750126688,3.23269977,2.144088845,2.657171266,3.626866509,2.944047852,3.105705609,2.222286943,1.1918509,2.945147185,3.075777937,3.111007733,2.729433496,2.90790597,-0.02490508,2.829441348,1.816745656
1.816745656,Film,Clear,1.41,meso_small,NA,Excepteur sint occaecat cupidatat non proident,39.5426,-121.4915,Secondary,1.338986764,2.774931672,3.173598789,2.276621986,1.951457792,2.0626853,3.108451272,2.145223789,0.998016356,0.253979706,1.320754075,1.704070838,0.995068024,2.333003127,3.294853229,1.782195314,3.130645217,2.935339573,2.346310267,1.086892115,1.743938529,2.276612802,0.749402094,2.632452728,1.816745656
1.816745656,Fragment,White,0.95,micro,NA,ut labore et dolore magna aliqua,39.5289,-121.5465,Primary,3.431663173,2.391907775,1.630711629,0.446560313,3.141748143,2.337924495,0.920720188,0.960247401,0.967656418,1.819892772,1.415815834,2.44616809,1.053391845,2.464368032,1.884944688,2.057153469,3.542389744,0.682470041,2.778460626,1.375962261,0.82485342,1.692567391,1.594270827,2.347443766,1.816745656
1.816745656,Fiber,White,2.17,meso_small,NA,ut enim ad minim veniam,40.1808,-120.6076,Disinfected,2.280201815,2.222827982,1.216946716,2.607907364,1.226143461,2.179521327,1.668629623,2.131589308,1.575238165,2.019026889,1.47024918,2.226831503,0.517145167,2.038368894,1.256058082,1.203947157,1.597766339,1.717990522,2.628857096,1.793915984,-0.613509423,1.557587356,1.413185284,1.664285714,1.816745656
1.816745656,Fragment,Black,2.46,meso_small,polypropylene,Duis aute irure dolor in reprehenderit,39.616,-120.6227,Filtered,0.078804365,2.180366267,0.614751737,1.795826907,3.459984038,2.939717421,0.753705039,1.372160005,0.85745667,2.37699542,0.70552248,0.071600607,1.620813653,2.49886377,1.250946962,-0.225423076,2.183573312,0.509749235,1.675732851,2.555195485,2.386732277,2.704358456,1.896447315,1.126993933,1.816745656
1.816745656,Fiber,Black,0.58,micro,NA,ut enim ad minim veniam,39.8827,-120.4771,Filtered,2.461984003,2.988975195,3.734600447,0.91013376,2.716385163,2.041775617,3.200886825,1.632899978,2.363466454,0.90040617,1.814561656,0.993096881,2.102277278,3.971595278,2.162199329,2.512334064,2.171048078,1.59566154,-0.575685172,1.783259786,1.191492458,2.899917533,1.657676792,0.459711211,1.816745656
1.816745656,Fragment,Other,0.69,micro,NA,sed do eiusmod tempor incididunt,39.5151,-121.631,Secondary,1.413171328,0.9402211,1.937888052,1.761423933,2.982970752,2.297106375,1.960230856,1.394536305,2.015199104,2.669352528,2.273650842,1.362658586,2.185796305,2.179176538,2.313799529,0.269345854,1.745251462,1.962333413,1.743372005,2.445942524,2.228140738,1.282428801,3.304054269,1.938608954,1.816745656
1.816745656,Film,Clear,0.74,micro,NA,quis nostrud exercitation ullamco laboris,39.5088,-121.6838,Filtered,0.881655894,0.848284769,1.304946813,1.598186169,-0.171113501,2.751597953,1.797340704,1.887887896,2.45389336,1.438157228,2.298913181,2.564229559,2.05693223,1.480996558,4.226435445,1.038398339,1.981726394,2.450429247,0.398773316,1.74871424,0.241872,1.209020441,0.299465457,2.876663706,1.816745656
1.816745656,Fragment,Other,0.3,micro,NA,Lorem ipsum dolor sit amet,37.6157,-121.745,Tertiary,1.640787374,2.364253091,2.798483288,1.509937647,1.684966221,1.686934108,2.225703864,2.228711135,1.001986874,2.524497773,1.030769749,1.505012907,-0.664215451,1.325915676,1.964123838,1.615151999,1.581561909,1.589880176,1.65739486,2.292537486,2.914088884,1.658800562,1.429247178,1.285287468,1.816745656
1.816745656,Film,Clear,2.05,meso_small,polyamide,eu fugiat nulla pariatur,34.5215,-118.6136,Tertiary,0.919011145,1.728581142,0.853284223,0.497980298,0.525432218,1.128423442,4.38674702,1.064850714,1.753604098,1.40423466,2.497364734,1.664224981,1.986348154,3.504195806,2.291139888,1.803168663,0.871294402,1.539247658,2.863715534,2.354930447,2.982659492,2.465794019,1.45535235,2.276864664,1.816745656
1.816745656,Film,Clear,1.02,meso_small,polyamide,consectetur adipiscing elit,37.6985,-121.6836,Secondary,1.184408943,1.901600012,2.484501434,1.312752746,2.513720546,1.583460637,1.249095955,1.325455061,1.843868458,0.855230902,0.411786263,2.13325926,0.895193998,1.643841408,0.759096812,1.677312077,2.953779984,2.395251586,1.948636907,2.313098279,0.438638747,2.819168574,2.430438785,0.905159103,1.816745656
1.816745656,Fiber,Black,1.08,meso_small,NA,Excepteur sint occaecat cupidatat non proident,34.3041,-117.3117,Tertiary,1.277175202,2.497644051,3.122558763,1.68066878,2.927745908,0.64445906,2.235523543,1.720224516,2.20279537,0.703887772,0.505649487,1.76132118,0.350488494,2.130780622,2.219988905,1.844646303,2.324238952,0.368970513,1.695100442,2.424873901,1.023030935,2.744881978,1.421541325,3.827584424,1.816745656
1.816745656,Film,Clear,0.8,micro,NA,Excepteur sint occaecat cupidatat non proident,37.821,-121.5864,Primary,0.328847673,2.508378893,1.647759009,0.510572407,1.283878078,1.879886598,1.922211618,0.408551002,1.941890039,2.877535199,2.707633408,0.828263736,2.529239666,1.263944638,1.724126564,2.679026568,1.245528242,1.32710506,2.301805916,1.70950875,0.76595838,2.734152767,3.710881964,3.014827834,1.816745656
1.816745656,Fiber,Other,0.33,micro,NA,Lorem ipsum dolor sit amet,37.1274,-122.1719,Tertiary,2.583851771,1.600862827,3.131858118,2.105580252,1.378349994,2.285514049,1.9882251,1.728064851,1.181327975,1.864287201,2.458850971,3.434746525,2.640810247,0.975176613,3.06319537,1.642343136,1.900004459,0.695731177,1.741446924,0.461853847,3.800649243,1.176477026,1.480010187,2.473544817,1.816745656
1.816745656,Fragment,Other,0.76,micro,NA,sed do eiusmod tempor incididunt,34.6439,-118.7658,Disinfected,1.972495772,1.556313205,2.408563376,3.062037255,0.387010276,0.90014258,2.831504161,3.311233091,2.490381536,0.697457085,1.173240876,1.226954707,2.241217212,1.325307702,1.481040855,2.2674116,2.311586528,4.012587167,1.479702797,2.517109387,0.673244141,2.754232229,2.026489099,3.254468741,1.816745656
1.816745656,Fragment,Blue,0.43,micro,polypropylene,consectetur adipiscing elit,34.0934,-118.5929,Secondary,0.818848266,1.901236812,1.229146367,2.53409762,2.542003314,1.058835836,2.016695088,1.512126579,2.161036483,1.72080846,1.411538753,1.789611747,2.002684632,2.141734569,0.445766026,-0.351456968,0.275566076,1.860158605,0.488870131,2.306288533,1.788149532,1.455075643,3.182529688,2.408194458,1.816745656
1.816745656,Fragment,White,0.44,micro,NA,Lorem ipsum dolor sit amet,33.8633,-117.1978,Disinfected,2.955470653,2.785040207,2.348502091,1.122201138,3.14100595,0.845394222,1.76511552,1.800476471,1.729569783,1.142531708,1.701972441,1.431475998,1.204343048,0.134818222,1.525279061,1.939931154,1.933030031,1.004606987,1.875157547,0.992991538,2.521332473,1.112627445,2.439939542,1.586806006,1.816745656
1.816745656,Fiber,Blue,1.11,meso_small,NA,ut labore et dolore magna aliqua,37.5,-122.33133,Disinfected,2.216435701,2.216039333,1.206183549,1.248745628,0.317021958,1.79936596,2.117426655,0.852322242,1.454562841,0.628934965,0.775296029,1.190308585,2.835695685,1.229390286,1.05991633,1.787316956,0.728994044,3.242758393,0.666751628,1.98619643,1.537184169,1.314500779,1.795091886,1.663170417,1.816745656
1.816745656,Fragment,Other,0.54,micro,NA,ut labore et dolore magna aliqua,38.4271,-122.6344,Disinfected,1.571920497,3.115535287,1.358510703,1.419512681,0.216457078,3.100856668,1.197936994,1.538086797,2.53630197,2.100763782,1.31897639,1.322601234,4.387337412,2.012457752,2.343914691,2.274107109,1.434222244,2.764105913,1.791250839,1.864138321,3.272317194,-0.144207056,2.255551242,0.152768024,1.816745656
1.816745656,Fiber,Other,1.64,meso_small,NA,consectetur adipiscing elit,34.0985,-118.7334,Secondary,2.635069764,1.828672834,2.527217242,2.376711683,2.857503988,1.270337691,3.510360644,2.297723699,3.395183681,1.287954719,1.41345309,1.644095242,2.336308509,1.067108344,1.922552707,1.33602652,0.409896539,2.275987558,3.028979594,1.863200843,1.855738903,2.782324332,0.451353305,1.72122946,1.816745656
1.816745656,Fiber,Other,4.35,meso_small,NA,Excepteur sint occaecat cupidatat non proident,35.3369,-120.6881,Tertiary,2.619891424,2.841002453,1.410643428,1.80019349,3.04008594,1.274031905,3.496726824,2.537574246,3.148380534,1.072896561,1.02785662,0.792895013,1.223735569,2.391546925,2.009742556,2.815832722,0.379781764,2.552469609,0.464741076,2.014820869,0.638933097,1.441467036,-0.067166593,1.901086247,1.816745656
1.816745656,Fragment,Clear,0.55,micro,NA,ut enim ad minim veniam,40.3024,-121.2615,Primary,2.569375718,2.624240523,1.813674632,0.991318283,2.167389077,1.812871791,1.1239946,1.977340621,1.421489467,2.903234067,1.342393116,3.50241133,2.325307228,1.739762318,3.113955666,2.002453384,-0.091766231,2.235948811,0.385097154,2.183329279,3.083678452,1.565184449,-0.112493916,2.921993709,1.816745656
1.816745656,Fragment,Other,0.85,micro,polypropylene,Lorem ipsum dolor sit amet,37.1383,-121.4278,Disinfected,2.450625691,2.382240971,2.745728339,0.484907051,2.051884606,0.964145623,0.148780077,1.626308859,1.738291783,2.000971169,0.990720189,1.59986716,1.374697289,0.894122046,2.456286398,1.616961063,2.413906195,3.529333909,2.744858943,1.185079773,2.803219294,1.676034005,3.712927065,2.069722691,1.816745656
1.816745656,Fiber,Blue,1.04,meso_small,NA,in voluptate velit esse cillum dolore,37.1225,-121.4289,Secondary,2.330284086,2.205927886,0.758604075,2.335089359,1.280552348,2.742123309,3.57885654,0.78484204,1.412741383,2.195837059,1.444849147,0.590891203,1.305377488,2.492319998,1.331397209,1.31246172,3.550600375,1.963083099,1.905899466,2.757506918,1.62654733,3.467410161,1.715027864,1.917955296,1.816745656
1.816745656,Fiber,Other,0.62,micro,NA,ut enim ad minim veniam,37.1972,-121.4193,Disinfected,1.780191574,1.585488221,3.260498348,0.902969181,2.138341875,1.565814365,2.275284033,1.823579813,1.992291782,3.241113554,1.186668711,2.737043884,1.570135881,2.016980118,1.791204659,2.683662706,2.87762376,4.500355873,2.70286818,1.545348309,1.302343682,2.378748896,1.213400267,1.607223779,1.816745656
1.816745656,Fiber,Blue,0.19,micro,NA,in voluptate velit esse cillum dolore,38.3801,-120.947,Tertiary,1.562191898,1.73809623,3.659480942,2.279452905,1.431618184,2.845814204,0.579069668,2.112069164,1.537732116,2.025840198,2.693979134,1.71827357,1.101871721,1.957845866,1.597088496,0.23238398,1.00240113,2.538841887,1.001597974,1.955280222,1.269317195,0.720009985,2.500373669,2.806992316,1.816745656
1.816745656,Fragment,White,0.27,micro,NA,ut labore et dolore magna aliqua,38.6553,-119.6648,Disinfected,1.495636971,2.040403123,2.384382807,1.900765448,3.660622301,2.406687672,1.111185951,1.497283243,3.32427261,0.494489478,3.368861642,1.279771598,2.186936528,3.026615991,3.156232409,0.928339539,1.211304223,1.933695719,1.475298522,0.949001045,1.528039696,0.5612596,2.716724676,0.611665168,1.816745656
1.816745656,Fiber,Blue,0.64,micro,NA,consectetur adipiscing elit,38.6782,-121.673,Primary,1.214944188,1.879164739,2.212386535,2.4802199,1.434121478,2.545595224,0.915855385,2.681511404,1.525884887,2.230894397,1.204088531,1.320724282,2.732795498,0.551000869,3.207181356,0.47267307,2.930520618,1.732342356,1.506343409,0.694354636,2.069237378,1.791965739,1.598105438,1.011307723,1.816745656
1.816745656,Fragment,Clear,0.26,micro,NA,ut enim ad minim veniam,41.7042,-122.4912,Secondary,1.649771406,2.678034252,1.392063486,2.812868408,-0.966989165,0.514247929,1.952895689,2.041308786,1.440551396,3.192741812,3.270550422,1.7279714,2.11838146,-0.816715079,0.948574436,3.086995203,0.039360334,2.27576739,1.266376337,2.018875219,2.405660793,3.24884586,0.430949943,-0.049829195,1.816745656
1.816745656,Fragment,Blue,1.19,meso_small,polypropylene,ut labore et dolore magna aliqua,41.691,-122.4696,Filtered,0.705173188,1.737846464,2.274048124,0.564130014,2.282088128,0.334218449,1.589544511,0.983760556,1.732055634,1.37298108,1.682225871,0.355454566,2.416136874,3.49043642,0.585780387,2.606283568,1.323248105,-0.375906695,3.736728144,0.756911396,2.06896202,2.453125058,0.604359137,1.169660628,1.816745656
1.816745656,Fiber,Black,2.1,meso_small,NA,Duis aute irure dolor in reprehenderit,41.6885,-122.4834,Primary,3.772924749,1.772629984,1.387096541,2.748672115,0.712546793,1.888174628,3.063536688,1.509384291,1.667937507,4.109011896,0.407973246,1.733848708,1.854240666,2.113056999,3.147561986,0.258117925,1.63213629,2.307777098,1.416227079,0.797706693,1.109702881,2.062133476,3.002886572,2.852004207,1.816745656
1.816745656,Fiber,Black,3.07,meso_small,NA,in voluptate velit esse cillum dolore,34.2039,-117.347,Primary,2.914512311,1.402874173,2.092903567,2.449888599,2.570430068,1.515437733,3.498415532,1.271232934,2.447671923,2.052950266,1.257271698,3.543723157,1.813925605,1.950541432,1.729202246,1.541820084,0.340363606,0.399193563,1.138129819,0.607436146,1.567356927,2.313346674,1.061718176,2.109277446,1.816745656
1.816745656,Fragment,Black,2.47,meso_small,NA,Duis aute irure dolor in reprehenderit,38.6987,-119.9686,Primary,0.832272415,1.71192492,1.222162553,1.56085896,0.454436818,1.532457957,2.647982354,0.703331329,2.313054904,2.059821549,2.363160982,-0.12146645,2.533977067,1.676985066,0.364362774,2.619109702,3.211618738,0.968205241,3.971682163,1.77084597,0.864561149,2.158695174,3.356733004,1.060368144,1.816745656
1.816745656,Other,White,1.56,meso_small,polypropylene,ut enim ad minim veniam,34.0649,-117.0488,Filtered,1.475615707,1.774069267,2.539739941,1.817853567,1.604337359,1.744205732,1.816535659,0.823583458,0.424738233,2.214519236,1.517181759,2.416319901,0.796053491,2.610154212,2.062062973,2.737919235,2.212453875,1.127454198,1.46072165,1.827279109,1.595869579,0.146380089,2.510393087,0.256007957,1.816745656
1.816745656,Other,White,1.56,meso_small,polypropylene,ut enim ad minim veniam,34.0649,-117.0488,Filtered,1.475615707,1.774069267,2.539739941,1.817853567,1.604337359,1.744205732,1.816535659,0.823583458,0.424738233,2.214519236,1.517181759,2.416319901,0.796053491,2.610154212,2.062062973,2.737919235,2.212453875,1.127454198,1.46072165,1.827279109,1.595869579,0.146380089,2.510393087,0.256007957,1.816745656
1.816745656,Other,White,3.21,meso_small,NA,Lorem ipsum dolor sit amet,37.891,-120.4335,Disinfected,1.418652388,-0.231260993,2.453063014,2.271758688,2.184227753,3.265223909,2.833857765,1.52178477,1.246046385,2.804216202,2.627816353,2.123042767,3.028431334,2.816828367,1.053461411,3.24550761,2.898116451,3.412845708,0.377169559,1.965832095,1.841367698,0.579294583,1.715125063,1.546098202,1.816745656
1.816745656,Fiber,Black,11.06,macro,NA,quis nostrud exercitation ullamco laboris,37.7598,-121.674,Primary,2.53220206,0.616352092,2.945809287,2.425489998,1.659281956,1.422986744,1.167686102,1.171582967,1.44987749,0.935500699,1.691273438,4.168633529,1.378829443,0.524447259,1.137395172,1.78106025,1.529724261,0.428016999,1.717443953,1.702152065,2.09071988,1.47647021,2.891021982,1.301871796,1.816745656
1.816745656,Fiber,Blue,1.75,meso_small,NA,ut labore et dolore magna aliqua,37.9779,-121.809,Disinfected,1.761024689,1.770745227,3.606112769,0.304417141,0.096372611,1.283799336,1.255148225,1.968339535,2.678441311,3.108166754,0.04423869,1.334948573,1.344420976,1.041310593,1.979477208,2.512252504,1.929029407,3.70825077,1.32432698,-0.019504948,1.975348577,1.904092083,0.628222766,2.243804663,1.816745656
1.816745656,Fiber,Blue,1.75,meso_small,NA,ut labore et dolore magna aliqua,37.9779,-121.809,Disinfected,1.761024689,1.770745227,3.606112769,0.304417141,0.096372611,1.283799336,1.255148225,1.968339535,2.678441311,3.108166754,0.04423869,1.334948573,1.344420976,1.041310593,1.979477208,2.512252504,1.929029407,3.70825077,1.32432698,-0.019504948,1.975348577,1.904092083,0.628222766,2.243804663,1.816745656
1.816745656,Fragment,Clear,1.38,meso_small,polyethylene,Duis aute irure dolor in reprehenderit,34.1943,-118.2984,Primary,2.061772473,1.598528509,1.258057258,3.13862545,0.560249908,3.289122847,1.857308768,0.129839418,1.817134437,3.213247195,0.331142441,1.413806066,1.919799612,3.497739577,0.503658573,1.877651139,2.077892378,1.385502283,0.833621637,1.880541111,3.135218056,2.367453259,1.566071839,2.843264601,1.816745656
1.816745656,Fiber,Black,0.95,micro,NA,quis nostrud exercitation ullamco laboris,34.210837,-118.331609,Filtered,1.809994979,0.762812259,2.698547691,0.57788516,1.075854539,2.035275824,1.66978909,0.615927544,2.281755377,3.129585224,3.501607092,1.620536433,1.310758732,0.838580474,2.146335845,2.185074157,3.151678207,3.110538249,2.689744262,3.02278704,2.974933089,1.820630812,2.897674325,3.05954838,1.816745656
1.816745656,Fiber,Blue,1.29,meso_small,NA,in voluptate velit esse cillum dolore,34.1851,-118.275,Tertiary,1.797200264,0.056543546,0.560581061,-0.023515255,3.286559257,2.05203751,1.142936451,3.060758828,1.765460473,2.166824446,2.751955088,1.735833682,1.310192669,1.361058735,1.085822447,1.146213698,3.244943357,2.155941553,1.252613672,2.453209423,1.61327068,2.704079172,1.07302056,0.932616438,1.816745656
1.816745656,Fragment,Other,1.99,meso_small,polyethylene,Lorem ipsum dolor sit amet,34.169,-118.2505,Secondary,3.058005012,1.518952511,1.426844959,2.68787338,1.722374364,0.678700378,2.167082952,1.515513009,1.443041527,-0.429705033,2.07613776,1.163113506,1.245463251,2.70985702,2.183344764,1.609195619,1.279412546,1.177632194,0.645783385,1.238734967,0.803264923,1.693262831,0.950310073,1.947504918,1.816745656
1.816745656,Fragment,White,0.69,micro,NA,quis nostrud exercitation ullamco laboris,34.1539,-118.2128,Disinfected,1.633823496,2.419232709,2.680037123,0.485257525,2.97493209,2.504758178,1.277260837,2.066224464,2.429143186,1.833650926,1.071957394,1.940255584,2.130440194,1.294339843,3.136617626,1.943015921,2.818496807,2.725309757,1.377576473,1.249451074,0.076655724,1.455271512,1.238899883,3.186126885,1.816745656
1.816745656,Fiber,Black,1.12,meso_small,NA,ut enim ad minim veniam,34.1754,-118.2143,Primary,3.190089093,3.419448356,1.17592488,1.635277583,1.995830319,2.879401493,2.848658371,2.549836968,3.919697302,2.383390796,2.378068243,3.622959852,3.13230458,3.297608313,1.368599347,3.59796799,2.265006393,3.432771524,2.794753606,2.806648609,1.97279935,1.947229555,3.213566179,1.948031102,1.816745656
1.816745656,Fiber,Black,1.96,meso_small,NA,Lorem ipsum dolor sit amet,34.1891,-118.2269,Disinfected,0.452063687,1.80114279,2.144239706,0.632701157,1.394071334,2.473540509,1.521694583,1.771196108,1.841774374,2.550794682,0.38391749,2.144095598,1.332335491,1.420565961,2.777787057,1.786388119,2.592142369,1.915682237,2.316438682,0.697941655,0.473000053,1.042623276,3.345577148,1.422253371,1.816745656
1.816745656,Fiber,Black,1.37,meso_small,NA,ut labore et dolore magna aliqua,34.2278,-118.6322,Disinfected,2.35770352,3.169288974,1.031167994,0.232473525,2.842722737,0.80863796,1.51309202,2.933588946,-1.203379458,2.076344893,2.748896681,2.633744699,0.244714111,1.274685556,1.008663114,2.579080437,0.578614067,1.733280399,1.392850339,3.401684818,3.584186289,0.162268579,0.886130955,0.653784052,1.816745656
1.816745656,Fiber,Black,1.37,meso_small,NA,ut labore et dolore magna aliqua,34.2278,-118.6322,Disinfected,2.35770352,3.169288974,1.031167994,0.232473525,2.842722737,0.80863796,1.51309202,2.933588946,-1.203379458,2.076344893,2.748896681,2.633744699,0.244714111,1.274685556,1.008663114,2.579080437,0.578614067,1.733280399,1.392850339,3.401684818,3.584186289,0.162268579,0.886130955,0.653784052,1.816745656
1.816745656,Fiber,Black,2.61,meso_small,NA,Lorem ipsum dolor sit amet,34.4813,-118.5293,Disinfected,1.946127898,1.909654442,1.504676975,1.440574072,0.810976359,3.131048658,1.778412653,2.565700723,0.979858197,3.102431765,2.183202986,1.828130546,1.478936225,2.460807898,1.008036401,2.200749324,1.59485041,2.747815564,2.309387388,0.69798285,2.237572834,2.235057501,1.986302693,2.090280858,1.816745656
